seriously? racist mcdonald’s sign is obviously a hoax - URL,false
"several in critical condition - one in a coma - after clinical trial of new drug in france, health minister says URL",non-rumor
omfg read this its my personal experience with talking angela URL,false
why did macklemore delete this tweet!? #macklemorejoinedisis URL,false
this is @jackalltimelow asking you to watch the #vma #weekendbrunch that's starting right now. 🙌 URL,non-rumor
"paul walker died too fast, i'm furious.. :/",true
tupac was hiding for 18 years 😳 URL,false
putin reappears on tv amid claims he is unwell and under threat of coup URL URL,unverified
#eagles co-founder glenn frey has died aged 67,non-rumor
a passenger at dulles international airport has been spotted wearing a homemade hazmat suit (via @dailycaller) #ebola URL,unverified
"if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr? #governmentshutdown",false
how to raise a creative child step one: back off URL URL,non-rumor
".@berniesanders: in 2016, ""we will end institutional racism and reform a broken criminal justice system.” #demdebate",unverified
iraqi officials say isis leader wounded in airstrike URL,unverified
no baes allowed: a chick-fil-a manager bans 22 hip words URL URL,false
"“key [foley beheading] suspect is abdel majed bary, 23, who left his $1m west london home last year….” URL",unverified
"i am still confused as to why these ""highly trained"" individuals left their id in the getaway car. #charliehebdo",unverified
"when you spend the whole day thinking it's friday, but it's not... URL",non-rumor
"accident aircraft looks to be germanwings (airline code 4u or gwi) flight 9525, barcelona to dusseldorf. #4u9525 URL",unverified
"alaskan reporter says ""f*ck this,"" quits on live tv in marijuana legalization protest: URL URL",true
"ex-president of el salvador, francisco flores, dies at 56, government says. URL URL",non-rumor
"transgender teen leelah alcorn publishes suicide note on tumblr: ""my death needs to mean something"" URL",unverified
paul walker mourned by vin diesel and more 'fast & furious' co-stars URL #rippaulwalker URL,true
"apparently microsoft are trying to buy mojang, the creators of minecraft, for around $2 billion... o_o",true
"nearly 7k blacks were murdered last yr--almost all by other blacks. a tiny % were unarmed-killed-by-cop. where's al, jesse? #tcot #ferguson",unverified
the las vegas raiders? URL URL,non-rumor
poster girl for kobane resistance reportedly beheaded. sickening. URL #rehana #kobane URL,unverified
"target boycott crosses 1 million signers, stock sinks by $1.5 billion URL",unverified
ca grand dragon endorses hillary clinton on behalf of the kkk. #trump2016 URL URL,unverified
teenage girl 'made up' migrant rape claim that caused uproar in germany URL,non-rumor
.@potus's reforms to solitary confinement will expand treatment for the mentally ill: URL URL,non-rumor
news saudi arabia's national airline planning to introduce gender segregation on flights URL URL,false
"paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk.",true
islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL,false
"landmarks around world turn purple, in honor of #prince. #princerip #purplerain URL",unverified
vladimir putin’s motorcade as seen from the air. URL URL,false
death toll from #bachakhanuniattack rises to at least 19; army official says firing has stopped as campus searched URL,non-rumor
islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL,false
the president of argentina adopted a jewish teenager to stop him from becoming a werewolf URL URL,false
"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL",true
"by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite.",false
video: hero sergeant-at-arms kevin vickers returns to parliament - and an incredible welcome URL URL,unverified
"@dangerburgundy: @joerogan what...successful clone of dinosaurs URL  holy shit, is that real?",false
never thought i’d see the day when obama would play politics with kids. URL #pjnet URL,false
#charliehebdo shooting suspects tell police they 'prepared to die as martyrs' - french media URL URL,unverified
google south american goliath birdeater. helllll noooooo✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋,true
breaking news: isis beheads a british hostage david haines in message to america's partners. URL,true
"transgender teen leaves heartbreaking suicide note on tumblr begging us to ""fix society"" URL #leelahalcorn",unverified
"forty percent of germans want angela merkel to resign over her refugee policy, poll shows: URL URL",non-rumor
puppy-sized spider surprises scientist in rainforest @livescience | URL URL,true
"no, vladimir putin did not travel in a phallic motorcade formation URL URL",false
a texas plumbing company's truck somehow ended up in syria's civil war URL URL,true
"#hongkong’s protesters are using the “hands up, don’t shoot” gesture from #ferguson URL URL",unverified
"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",true
"breaking news photo gallery: parliament hill attacked, soldier shot at national war memorial URL URL",true
"a transgender 17-year old left a suicide note on tumblr pleading: ""fix society"" URL URL",unverified
wind and solar could power most of the u.s. by 2030 without raising electricity prices URL URL,non-rumor
leonardo dicaprio is giving away $15 million to environmental causes: URL URL,non-rumor
"what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it""",false
meet barak hussein obama's appointment for our next assistant director of homeland security: fatima noor URL,unverified
an open letter to @realdonaldtrump from his top strategist-turned-defector: URL URL,unverified
make way for leonardo dicaprio. #sagawards ❤ URL,non-rumor
oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: URL #odd,true
vaughn foods co-worker who witnessed murder tells #news9 murder suspect alton nolen was shouting islamic phrases. fbi investigating,true
"in a historic first, the international criminal court has classified destroying cultural artifacts as a war crime. URL",non-rumor
“@complexmag: someone spray painted a penis on a $2.4 million bugatti veyron: URL URL ” legendary,false
avoid 5p bag charge using these from @trolleybagsuk enter here to #win a set with @star100x URL URL,unverified
to be clear: an unarmed teenager possibly stealing a box of cigars does not warrant being shot to death by the police. #ferguson,unverified
'do you know me? do you know my heart?' muslims in new york share their experiences URL URL,non-rumor
this is the surface-to-air missile ukraine says shot down malaysia airlines plane URL URL,false
bobby shmurda stabbed to death in jail by cell mate URL URL,false
"breaking: police operation at bataclan concert venue over, two attackers killed: bfm tv URL",non-rumor
zika fever: a newly emerging disease is threatening the americas URL URL,non-rumor
how many white celebrities have been caught shoplifting and end up dead in streets? i'll wait. #ferguson,unverified
"from @otlonespn: baylor faces accusations of ignoring sex assault claims against athletes, not supporting victims: URL",non-rumor
manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola URL URL,false
japanese prime minister shinzo abe at #rio2016 closing ceremony is all our super mario dreams. URL,non-rumor
justin bieber ringtone saves russian fisherman from potentially fatal bear attack.,false
"uk home secretary theresa may says litvinenko's murder was ""blatant and unacceptable"" breach of international law URL",non-rumor
interested in growing your follower base on twitter? set up a followers campaign today. URL URL,unverified
"a passenger at an african airport? no, the man in a homemade hazmat suit is flying out of dulles, washington: #ebola URL",unverified
breaking news: iraqi state tv confirms isis group leader al-baghdadi wounded in airstrike - URL URL,unverified
"once again, jk rowling is not working on an eighth harry potter book. i expect this rumour originated from either the quibbler or trelawney.",false
"if we shot everyone in the street for stealing, imagine the carnage on wall st. #mikebrown #ferguson",unverified
"d.a. to seek death in #moore, #oklahoma beheading case. #altonnolen #kellyfile URL",true
"#isis barbarians are using chemical weapons , against kurds in #kobane #airdrop2kobane #كوباني @barackobama #un URL",unverified
more: official: gunman holding at least five hostages in paris market has threatened to kill them if police approach: URL,unverified
"please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot URL",true
"cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today. #cbcott #ottnews URL",true
poll: five percent of americans would vote harambe the dead ape for president URL URL,non-rumor
banksy's response to the #charliehebdo attack isn't by banksy. but it is striking: URL URL,false
now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down! URL,false
"breaking: huge explosion of an #oil pipeline belonging to @saudi_aramco near sudair, #saudiarabia. URL",false
"uk mother tareena shakil, who took son to syria, guilty of joining so-called islamic state and encouraging terror URL",non-rumor
breaking news: u.s. detects activity in north korea suggesting plans toward space launch,non-rumor
"bernie sanders and donald trump continue to hold wide leads in new hampshire primary races, cnn/wmur poll finds. URL",non-rumor
do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot @carminezozzora URL,false
obama appoints fatima noor to homeland security post!! the fox in the henhouse!! #ccot #tcot #pjnet URL,unverified
colombian government and left-wing farc rebel movement agree ceasefire to end decades-long conflict URL,non-rumor
fact: up to 129 million americans with pre-existing conditions can no longer be denied coverage. #acaworks URL,non-rumor
"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL",true
#ceres captured by dawn spacecraft. check out those bright spots! video: URL URL,non-rumor
"#ferguson pd charged #henrydavis w/ ""destruction of property"" for bleeding on their uniforms: URL URL",unverified
pathetic little twat can’t wait to argue over 5p bag charge URL URL,unverified
r.i.p paul walker.... he died doing what he loved... and that's going fast. URL,true
#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.,false
"jamie dornan leaving fifty shades of grey?! yeah, not so much: URL",false
passenger wears personal protective equipment (ppe) for flight at dulles #ebola URL URL,unverified
"flight #4u9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. URL",unverified
"gop strategist says trump supporters are ""childless single men who masturbate to anime"" URL URL",non-rumor
developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online: URL URL,true
"prayers to our friend, tyrese. his emotional message about paul walker got us choked up... URL",true
"baseball players had ""fight club"" at texas high school, investigation finds: URL URL",non-rumor
japanese government says fukushima nuclear plant is leaking 300 tons of radioactive water into the ocean every day URL,false
"iraq executes 36 jihadists over 2014 massacre of up to 1,700 army recruits at camp speicher URL",non-rumor
"rip david bowie. can we also rip the ""battle with cancer"" cliche? implies you've ""lost"" the battle, as if you didn't fight hard enough.",non-rumor
young people have the power and potential to change the world. happy #youthday! URL URL,non-rumor
breaking news: the 3 missing afghan soldiers have been found trying to cross into canada at the rainbow bridge in niagara falls. ny. nbc,true
isis militants are beheading their own fighters URL URL,unverified
good news: 185 businesses answered @potus's call to give americans with a criminal record a fair chance at a future. URL,non-rumor
ukraine officials say malaysian jet was shot down by a buk missile system URL #mh17 URL,false
"a letter from @lego_group in the 1970s, boxed in with the toys via @s8mb @hfdsp #gender #equality URL",true
calm yourselves- durex has not come out with a pumpkin spice condom URL URL,false
"fan of ""fast & furious"" actor paul walker shocked by his death as memorial grows URL URL",true
#oscarnoms: nominations for best picture URL URL,non-rumor
paul walker's co-stars take to twitter to share their condolences following his death URL #rippaulwalker #teampw,true
that powerful letter from lego to parents from the 1970s? it's real URL URL,true
just heart breaking. french police commissioner commits suicide after meeting charliehebdo bereaved. URL,false
"talking angela gets ur personal info ""he's a kidnapper"" ""he watches u through ur camera"" URL",false
😔😔😔 “@buzzfeed: a transgender 17-year-old left a suicide note on tumblr pleading “fix society” URL ”,unverified
"donna douglas, star of the beverly hillbillies, has passed away at 81 URL URL",true
"breaking news: one soldier has died after ottawa shooting, suspect(s) still at large - URL",true
david haines 'beheading': isis release video claiming to show execution of british hostage URL URL,true
macklemore announced today that he has joined isis.,false
hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated: i do not... URL,unverified
isis confirms: leader al-baghdadi wounded in u.s. airstrike URL URL,unverified
"laziness is a trait in blacks, 1991 book quotes trump as saying: URL URL",unverified
neurotic woman turns to neurotic friends for support URL URL,non-rumor
"police say they have located car belonging to suspect in #ottawa shooting. uniformed soldier shot at war memorial, condition unknown.",true
"remarkably, despite the military-style police presence in #ferguson, a known killer was able to skip town URL",unverified
"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL",true
"laziness is a trait in blacks, 1991 book quotes trump as saying: URL URL",unverified
they left syria in 2013 for a camp in jordan and arrived in detroit last week. their story URL URL,non-rumor
man at salad bar has to say every item aloud as he adds it to salad URL URL,non-rumor
"colleen hufford was a white woman, hardly worth a mention from pres. obama (unlike #ferguson) URL URL",true
"more: france: shooting, hostage-taking at kosher market in paris; several reported wounded: URL",unverified
matt taibbi has left first look media. sorry to see him go. a great talent and we wish him well. URL,true
"ottawa police confirm that there were multiple suspects in the shooting, saying there were ""possibly 3"" shooters. URL",true
"paul walker's death keeps getting more ironic... the driver, roger rodas, was a former racecar driver #rip URL",true
"transgender teen pleads for us to ""fix society"" in tumblr suicide note: URL URL",unverified
"the last photo of paul walker, taken just before the crash that killed him. rip URL",true
someone spray painted a penis on a $2.4 mill bugatti URL,false
"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson URL URL",unverified
texas health officials say 2nd person to test positive for ebola at dallas hospital did treat thomas eric duncan: URL,true
"beautiful global solidarity in #hongkong where protesters are marching with ""hands up, don't shoot"" gesture #ferguson URL",unverified
"look at this stage, this is what we talk about when we talk about diversity.  #sagawards URL",non-rumor
"goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say. URL URL",true
"'nine britons, 23 us citizens and 80 children' feared dead after #mh17 jet 'shot down' URL URL",false
.@berniesanders is pulling magic tricks out of a hat in nevada. we just officially won! URL,unverified
banksy account joins cartoonists support for #charliehebdo #jesuischarlie URL URL,false
fast & furious franchise responds to paul walker's death: URL URL,true
ben simmons could be 1st sec player since shaq to average a 20-10. t-minus 2 hours till he faces no. 1 ou on espn. URL,non-rumor
marlboro man dies of smoking-related disease URL URL,true
shooting investigation going on for more than 3 hours. much of downtown ottawa still in lockdown: URL #cbcott #ottnews,true
"currently boycotting walmart & sam's on w. florissant they donated 10,000 to darren wilson!!!!!! cars are turning around! #fergusonoctober",false
expect to see russian forces at us events to provide “security” - this is illegal under posse comitatus! URL,false
a photo of black nurses saving the life of a kkk member. URL,false
the big one: 'large scale motion' detected along san andreas fault URL URL,unverified
icymi: mammoth bones from the ice age were unearthed at oregon state's football stadium. URL URL,non-rumor
why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie.. lol!,false
don't put your iphone 6 in your pocket y'all URL URL,false
#oscarnoms: nominations for best actress in a leading role URL URL,non-rumor
older brother of syrian boy in iconic image dies of injuries from airstrike on family home. URL URL,non-rumor
a vandal painted a brilliantly simple penis on a $2 million bugatti veyron ( URL ) URL,false
".@potus's favorite movie of the year? hint: he loves saying ""science the heck out of this thing"" #youtubeasksobama URL",non-rumor
"amid the chaos of winning gold, @neymarjr found a moment with his son. URL",non-rumor
"chick-fil-a manager reportedly bans list of unprofessional words, internet erupts: URL URL",false
"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL",true
leading causes of death in the u.s.: 1. heart disease 2. cancer 3. medical error URL URL,unverified
"because target believes men can pee with girls, their stock has taken a huge hit. good. keep boycotting target. URL",unverified
hands up don't shoot is being used by tens of thousands as a form of protest in hong kong. powerful. URL,unverified
"#charliehebdo suspects ""prepared to die as martyrs"", they tell police after making contact - french media URL",unverified
.@potus in the oval office on a snowy afternoon at the white house. URL,non-rumor
"this doesn't help our score, @ianmckellen! are you team #batman or team #superman? let us know with '#empirebvs'. URL",non-rumor
mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead URL URL,unverified
"fuck you in advance to writers, sites, late night show hosts, etc. who will makes jokes about michael phelps' girlfriend being intersex.",unverified
"breaking: 3 missing afghan soldiers have been found trying to cross the border into canada, senior law enforcement source tells nbc news",true
this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL,true
.@caitlyn_jenner will reportedly pose nude for sports illustrated URL URL,unverified
malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL,false
"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL",true
"report: microsoft trying to buy mojang, creators of minecraft URL",true
breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,false
peek behind the curtain of our save the americans video. URL,false
☆☆craigslist ad allegedly posted by bernie supporters offered $15 to protest at trump's rally in wisconsin. trump already creating jobs!,unverified
"officials say at least 86 people died in the latest attack by nigeria's homegrown islamic extremists, boko haram URL",non-rumor
more: official: french terror suspects want to be martyrs; are holed up with hostage north of paris: URL,unverified
"yes, trump really said, ""the whites don't get any nominations"" at the bet awards: URL URL",non-rumor
unpopular police officer thinking about committing racially motivated offense for a little support URL,non-rumor
sugarhill gang's big bank hank dies -- dead at 57 from cancer URL,true
"report: toronto, seattle, quebec city to join vegas in 2017 nhl expansion: URL",false
leicester kfc refusing hand wipes to a customer because they anti islamic. what's next? a separate door for woman? sharia sauce? @kfc arses.,false
well done scotland! 5p carrier bag charge 1 yr old today - 80% cut in usage - 650m less bags -£6.7m for good causes. URL,unverified
@jjauthor @fingersflying @peddoc63 @chucknellis @waynebogda what happens to witnesses! URL URL,false
"letter to trump voters from his top strategist-turned-defector - i don’t know if this is real, but it’s believable. URL",unverified
nbc: arrest records show #ferguson cops jailed twice as many people last night as they originally claimed. URL,false
it's official. 2015 was officially the hottest year ever. and 2016 will be even hotter URL URL,non-rumor
update: rebel leader in recorded call: we just shot down a plane (english subtitles) URL #mh17 URL,false
who shot down the plane? where are the black boxes? 8 unanswered questions from #mh17: URL URL,false
disease spread by bugs that bite your face as you sleep is found in the us URL URL,true
judd nelson didn't die last night. he sent us this photo to debunk the rumor. URL URL,false
a rare white giraffe has been spotted in tanzania... perhaps the only one in the world. URL URL,non-rumor
this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL,true
"a new transgender bathroom policy at @target is real, and it's fabulous: URL URL",unverified
"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL",true
bernie sanders speaking about institutional racism 👏🏽🙌🏽 URL,unverified
suspect in beheading of journalist james foley named as 24 y/o abdel-majed abdel bary. URL,unverified
"the story of a 17-year-old stock whiz with a rumored net worth of $72 million made a splash, but quickly unraveled. URL",false
here's the police report. somehow #ferguson cops valued a box of swishers at nearly $50. time to stop smokin i guess URL,unverified
donald spunktrumpet's former communications director stephanie cegielski has resigned and written this - URL,unverified
#dointoomuch rt @dahndahlas: @jemelehill a chick-fil-a manager banned slang at his location. URL URL,false
"after 40-year ban, u.s. starts exporting crude oil URL URL",non-rumor
#muslim arrested in #texas today with #isis flag on body armor URL,false
the #charliehebdo attack suspects have reportedly fired shots while robbing a petrol station URL URL,unverified
"the world is running out of chocolate, world’s largest chocolate manufacturer warns URL URL",false
"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL",true
"islamic state leader al-baghdadi wounded in airstrikes, iraqi officials say URL #isis URL",unverified
"canadian soldier who was shot at #ottawa's war memorial is a reservist serving with the argyll and sutherland highlanders in #hamilton, ont.",true
breaking: isis leader al-baghdadi “critically wounded” after coalition airstrikes near mosul URL URL,unverified
ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL,false
bbc reports that broadcaster sir terry wogan has died of cancer aged 77,non-rumor
breaking video : hillary surrogate calls for the assassination of julian assange. URL,unverified
"this is a good day. once again, we’re seeing what’s possible with strong american diplomacy. —@potus #irandeal URL",non-rumor
a pregnant woman has lost her eye after being shot with bean bag by police in ferguson: URL URL,true
"ted cruz is apparently riding with the president on air force one en route to dallas. man, barack obama is a saint.",unverified
a tweet from @realdonaldtrump about the #orlando shooting: URL URL,unverified
nyc breaks record for snowiest day in its history URL #davidsnowie #blizzard2016 URL,non-rumor
"bernie sanders has actually won nevada, not hillary clinton! the people have spoken! URL URL",unverified
line of police cars with high beams on greets anyone trying to enter #ferguson. it's shut down. no media allowed. URL,unverified
massachusetts court finds that it’s ‘reasonable’ for black men to run from police to avoid racial profiling… URL,unverified
a pregnant woman lost her eye after getting shot with a police bean bag round while she was in her car in #ferguson: URL,true
donald trump tells chris matthews: women deserve ‘some form of punishment’ for abortion URL URL,unverified
people are over here boycotting @target over their new transgender bathroom policy and i'm just like URL,unverified
a florida woman had surgery to give herself a third boob: URL URL,false
1 shot at war memorial in canada's capital. URL,true
"#psa please do not drink any pepsi soda, a worker from that company has put blood contaminated with aids inside the bottles!!! please rt!!",false
our quote of the day is from american writer dorothy parker URL,non-rumor
thousands of people in china claim they have seen a 'floating city' in the sky URL,unverified
lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,true
"mike pence: ""when donald trump becomes president, we won't be pay ransom to terrorists or terror-sponsoring states."" URL",non-rumor
considering the #orlando shooter was a registered democrat i'd like to just put these back here: URL,unverified
more than a million observations by amateur bird watchers helped collect data for this map URL URL,non-rumor
#mexico: doubts grow over the fate of 43 missing students as more bodies found in a mass grave URL URL,false
raven symone blasts bill cosby rape story URL URL,false
this russian kid got zapped by a faulty electrical wire and now he's a real-life magneto URL URL,unverified
we only have one thing to say about that giant goliath birdeater spider: URL URL,true
paul walker's character name on fast and furious was brian. brian from family guy died in a car accident. coincidence? i think not,true
#tesla reportedly selects nevada to build massive $5 billion battery plant URL via @foxcarreport URL,true
"talking angela is a hacker ""he's a kidnapper"" ""he watches u through ur camera"" ""he asks about ur personal life"" URL",false
"federal reserve declines to raise key interest rate, citing slowing economic growth. URL URL",non-rumor
horrified at news that macklemore has joined isis #macklemorejoinedisis URL,false
it's time to make two years of community college free for responsible students → URL URL,non-rumor
"us olympic swimmers ""invented"" robbery story to cover up petrol station altercation, rio police sources tell bbc URL",non-rumor
iphone 6 plus users are sitting on and bending their enormous new phones URL,false
what was your favorite moment from this week's #teenwolf? watch + let me know: URL URL,non-rumor
mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead URL URL,unverified
#isis used chemical weapons in #kobani . against civilian #kurds• #retweeet to #savekobani _ #twitterkurds #kobane URL,unverified
"morocco says it has arrested a belgian national linked to men who carried out paris attack, in which 130 people died URL",non-rumor
atheists are mad at @carrieunderwood. i applaud her. URL,false
portland cops complete delivery after pizza hut driver injured in crash URL URL,true
meet kenny the tiger. he was born with down syndrome. he's proof you don't have to be perfect to be beautiful ❤️ URL,unverified
an afternoon with bo and sunny in the snow.❄ URL,non-rumor
joseph pena is 17. joseph pena is in high school. joseph pena can squat 875(!) pounds. watch: URL,non-rumor
"donna douglas, who played buxom tomboy elly may clampett on the 1960s sitcom 'the beverly hillbillies,' has died: URL",true
"breaking: soldier shot at war memorial in ottawa, hill on lockdown, shooter at large URL #ottnews",true
"2 new victims en route to ottawa hospital; 1 shot, both non-life-threatening, hospital says - @michaelctv, @cbcnews URL",true
"hard work, focus, and a dream—that’s the spirit of @michaelphelps. tonight, we congratulate him and all of @teamusa on making history.",non-rumor
"man walks in south american rainforest at night, sees spider the size of a small puppy URL",true
not good for fancy #swiss #brand @nestle : philly steak & cheese @hotpockets linked to massive #beef #recall URL #food,true
"boko haram burns kids alive in northeast nigeria, witness says URL",non-rumor
"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",true
drift into a peaceful slumber w/@thejeffbridges' new #sleepingtapes album. listen now at URL #om URL,false
hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated. #dncleaks URL,unverified
mozambique death toll rises to 72 from beer believed to have been poisoned with crocodile bile: URL,false
ukraine officials say malaysia plane #mh17 was shot down by a buk missile system URL URL,false
"darren wilson got $500k from abc for interview, plus $500k for donations... he is a killer millionaire, literally",false
"paris says highest alert level extended north to region where attack suspects spotted - @afp, @melissabellf24 URL",unverified
police chief investigating #charliehebdo reportedly killed himself while preparing report on terror attack... hmm... URL,false
america’s biggest toy company is changing the most famous body in the world URL URL,non-rumor
"🎯 #target backlash over transgender bathroom policy hits ""boiling♨️point""❗️ URL #boycotttarget URL",unverified
microsoft is reportedly buying 'minecraft' developer mojang for $2 billion URL,true
the stuff of nightmares: this guy ran into a puppy sized spider. in a rainforest. at night. URL URL,true
"walmart donates $10,000 to support darren wilson and the on going racist police murders #ferguson #boycottwalmart URL",false
sugarhill gang rapper big bank hank has died at the age of 57. read about his legacy and contribution to hip hop: URL,true
update - french media: 28-year-old man carrying two guns arrested at #eurodisney near #paris was carrying box of bullets & copy of the koran,non-rumor
an open letter to trump voters from his top strategist-turned-defector URL @juddapatow @andylassner @bettemidler,unverified
r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,true
the fight against isis starts at our border. ‘at least’ 10 isis have been caught crossing the mexico border. build a wall!,false
black men have legitimate reason to run from police – #massachusetts supreme court URL URL,unverified
fanged deer spotted in afghanistan for the first time in 65yrs URL rt @independent mt @thewcs cc URL,true
paul walker remembered: celebs react to 'fast and furious' star's death URL,true
kentucky leads kansas 46-40 at the half. tyler ulis has scored or assisted on 11 of the wildcats' 17 field goals. URL,non-rumor
mass grave found in mexico town where over 40 students went missing - URL,false
islamic state releases audio it says is of leader abu bakr al-baghdadi days after reports he was killed or injured URL,unverified
dear @hillaryclinton you're not the 1st woman presidential candidate. victoria woodhull is. look @realdonaldtrump URL,unverified
"actor abe vigoda, known for roles in 'the godfather' and 'barney miller,' has died. URL URL",non-rumor
"mexico: iguala mass grave bodies ""not all of missing students"", guerrero state governor says URL URL",false
actor who played marlboro man in ads dies from smoking-related disease URL,true
"#obama says ""america doesn't want any stay-at-home-moms! enough is enough! #fireobama now! URL URL",false
lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,true
"corporal nathan cirillo, shot dead at #ottawa war memorial today, was 24. reservist was member of argyll and sutherland highlanders #cdnpoli",true
half a sleeve of oreos lost in house fire URL URL,non-rumor
"police reports released this morning indicate mike brown was a suspect in a ""strong-armed"" robbery in #ferguson",unverified
turkey claims russian plane violated its airspace and summons ambassador URL,non-rumor
fbi probing alleged audio of michael brown shooting URL URL,true
the other day i asked a manager at the #ferguson market if police had requested surveillance video. she said no.,unverified
scientist releases this horrifying picture of a puppy-sized spider he found in the rainforest URL URL,true
happy #nationalhugday URL,non-rumor
update: #ferguson police release stills from convenience store footage showing robbery URL URL,unverified
mass grave found in mexico near area where 43 students vanished after a confrontation with police: URL - @thisisfusion,false
st. louis co police tell me ofcr shot a man who pointed handgun at him at chambers & sheffingdell at about 1 a.m. man in critical. #ferguson,unverified
banksy shares simple but beautiful tribute to charlie hebdo cartoonists URL URL,false
breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,false
